,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,description_lengths_cleaned,description_cleaned
102418,109517,France,fresh  ripe and fruity  this is a rich wine  produced from vines to the west of reims  it has perfumed wild strawberry flavors and acidity  attractively crisp at the end  it s a ready to drink wine that will be just right as an ap ritif ,Premier Cru Brut Rosé,88,49,Champagne,Champagne,UNKNOWN,Roger Voss,@vossroger,Lelarge-Pugeot NV Premier Cru Brut Rosé Pinot Noir (Champagne),Pinot Noir,Lelarge-Pugeot,23,fresh ripe fruiti rich wine produc vine west reim perfum wild strawberri flavor acid attract crisp end readi drink wine right ap ritif
102499,109610,US,a white pinot noir made from estate grown grapes  this is a curious wine and perhaps an acquired taste  though it has found its fans via the winery  akin to chardonnay in its expressions of cr me br l e  tropical fruit basket and tangy apple  this wine is textured  bright in acidity and touched by oak ,Pinot Clair,87,55,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Domaine Carneros 2012 Pinot Clair Pinot Noir (Carneros),Pinot Noir,Domaine Carneros,35,white pinot noir made estat grown grape curiou wine perhap acquir tast though found fan via wineri akin chardonnay express cr br l e tropic fruit basket tangi appl wine textur bright acid touch oak
102533,109654,Portugal,disgorged in       this pale ros  wine definitely has bottle age  you can taste it in the toasty character and in the acidity that has matured along with the wine  it is fresh rather than ripe a wine that is now very ready to drink ,Vértice Bruto,88,30,Douro,UNKNOWN,UNKNOWN,Roger Voss,@vossroger,Caves Transmontanas 2006 Vértice Bruto Pinot Noir (Douro),Pinot Noir,Caves Transmontanas,20,disgorg pale ro wine definit bottl age tast toasti charact acid matur along wine fresh rather ripe wine readi drink
102551,109685,US,sourced from the volamus vineyard and aged in half new french oak  this has a leathery component  tannic and big boned  it s more savory than fruity  with a streak of mint lurking in the background ,The Cairn,85,39,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Bougetz 2012 The Cairn Pinot Noir (Sonoma Coast),Pinot Noir,Bougetz,19,sourc volamu vineyard age half new french oak leatheri compon tannic big bone savori fruiti streak mint lurk background
102581,109737,US,a bit reduced when first opened  it throws off scents of burnt rubber  then slowly opens into a roundly fruity  lightly toasty pinot with a firmly tannic base  flavors of dr  pepper drift through the midpalate  give it a good decanting and it s fine for near term consumption ,Reserve,89,60,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Panther Creek 2008 Reserve Pinot Noir (Willamette Valley),Pinot Noir,Panther Creek,30,bit reduc first open throw scent burnt rubber slowli open roundli fruiti lightli toasti pinot firmli tannic base flavor dr pepper drift midpal give good decant fine near term consumpt
102625,109787,US,calls to mind the       which also was a ripe  fruity wine  if anything  the     is even sweeter  the alcohol is half a percent higher  it s succulent in raspberry and cherry jam  making it likeable now  but such are the tannins and acids that the wine should easily gain in the cellar over the next six years ,Reed Vineyard,91,50,California,Mt. Harlan,Central Coast,UNKNOWN,UNKNOWN,Calera 2008 Reed Vineyard Pinot Noir (Mt. Harlan),Pinot Noir,Calera,28,call mind also ripe fruiti wine anyth even sweeter alcohol half percent higher succul raspberri cherri jam make likeabl tannin acid wine easili gain cellar next six year
102652,109818,US,tastes a little simple and candied  but it s so delicious  you can hardly stop sipping  rich and ripe in cherry and raspberry lifesaver fruit and pie filling  with plenty of sweet vanilla and spice  drink now ,Rim Rock Vineyard,87,55,California,San Luis Obispo County,Central Coast,UNKNOWN,UNKNOWN,Presqu'ile 2009 Rim Rock Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,Presqu'ile,21,tast littl simpl candi delici hardli stop sip rich ripe cherri raspberri lifesav fruit pie fill plenti sweet vanilla spice drink
102781,109957,US,this russian river blend rivals loring s single vineyard wines for       an elegant and superbly balanced wine  it s the kind that never gets tiring  it has a slightly doughy aroma  complex fruity  spicy and savory flavors  and a particularly engaging mouthfeel that s both gripping and creamy at the same time ,UNKNOWN,92,36,California,Russian River Valley,Sonoma,Jim Gordon,@gordone_cellars,Loring Wine Company 2014 Pinot Noir (Russian River Valley),Pinot Noir,Loring Wine Company,30,russian river blend rival lore singl vineyard wine eleg superbl balanc wine kind never get tire slightli doughi aroma complex fruiti spici savori flavor particularli engag mouthfeel grip creami time
102951,110144,Chile,aromatically speaking  this pinot is rustic  roasted and rough  with notes of leaf and asphalt  the feel is grabby and sticky  with chewy tannins in front of the chunky  raisin like flavor  the finish is baked and rubbery tasting ,Single Vineyard Cahuil Vineyard,86,35,Leyda Valley,UNKNOWN,UNKNOWN,Michael Schachner,@wineschach,Leyda 2011 Single Vineyard Cahuil Vineyard Pinot Noir (Leyda Valley),Pinot Noir,Leyda,23,aromat speak pinot rustic roast rough note leaf asphalt feel grabbi sticki chewi tannin front chunki raisin like flavor finish bake rubberi tast
102956,110149,US,forward and fruity  this offers flavors of berry and plum  it feels a little flat on the palate  with some peppery tannins and a quick fade ,UNKNOWN,86,50,Oregon,Willamette Valley,UNKNOWN,Paul Gregutt,@paulgwine ,Bomb 2009 Pinot Noir,Pinot Noir,Bomb,14,forward fruiti offer flavor berri plum feel littl flat palat pepperi tannin quick fade
103000,110193,France,wood aged and ripe  this is a structured wine that is full of fruit and still young  it has bright cherry flavors that have been softened and smoothed out by the wood aging  there is also a mineral edge to the fruitiness  it will be a rich wine but it needs more time  drink from      ,UNKNOWN,91,30,Loire Valley,Sancerre,UNKNOWN,Roger Voss,@vossroger,Daniel Chotard 2015  Sancerre,Pinot Noir,Daniel Chotard,25,wood age ripe structur wine full fruit still young bright cherri flavor soften smooth wood age also miner edg fruiti rich wine need time drink
103027,110222,US,a good pinot noir  dry and elegantly structured  with flavors of cherries  currants and oak  turns a bit sharp as you taste  with a bite of acidity  will foil well against a juicy steak  the grapes were organically certified ,UNKNOWN,87,35,California,Carneros,Napa-Sonoma,UNKNOWN,UNKNOWN,Domaine Carneros 2008 Pinot Noir (Carneros),Pinot Noir,Domaine Carneros,23,good pinot noir dri elegantli structur flavor cherri currant oak turn bit sharp tast bite acid foil well juici steak grape organ certifi
103144,110349,France,old vines in a walled vineyard are responsible for this ripely structured wine  it has dense tannins and equally concentrated black fruit and acidity  needing more time to develop and yield its full fruitiness  drink from      ,Clos du Chapitre Monopole Premier Cru,90,57,Burgundy,Fixin,UNKNOWN,Roger Voss,@vossroger,Domaine Guy & Yan Dufouleur 2013 Clos du Chapitre Monopole Premier Cru  (Fixin),Pinot Noir,Domaine Guy & Yan Dufouleur,22,old vine wall vineyard respons ripe structur wine dens tannin equal concentr black fruit acid need time develop yield full fruiti drink
103194,110403,US,this is a generous  richly fruity and well oaked wine that blends almost jammy cherry and blackberry flavors with sweet seeming accents like vanilla and cinnamon  it s relatively soft in texture and easy to sip ,Artisan Collection,87,9,California,California,California Other,Jim Gordon,@gordone_cellars,HandCraft 2015 Artisan Collection Pinot Noir (California),Pinot Noir,HandCraft,23,gener richli fruiti well oak wine blend almost jammi cherri blackberri flavor sweet seem accent like vanilla cinnamon rel soft textur easi sip
103289,110544,US,smoky and soft  this full bodied  rounded wine tastes of baked raspberry and vanilla  its texture velvety and likably smooth  concentrated  it retains only moderate acidity  peaking in freshness on the finish ,Reserve,90,45,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Beaulieu Vineyard 2014 Reserve Pinot Noir (Carneros),Pinot Noir,Beaulieu Vineyard,21,smoki soft full bodi round wine tast bake raspberri vanilla textur velveti likabl smooth concentr retain moder acid peak fresh finish
103294,110549,Austria,morello cherry is the central note here almost candied but wonderfully ripe with a juicy  almost bouncy body of fruity freshness  the acidity is bright but buffered by plenty of fruit  this is huge fun to drink  with or without food ,UNKNOWN,87,39,Niederösterreich,UNKNOWN,UNKNOWN,Anne Krebiehl MW,@AnneInVino,Zull 2011 Pinot Noir (Niederösterreich),Pinot Noir,Zull,24,morello cherri central note almost candi wonder ripe juici almost bounci bodi fruiti fresh acid bright buffer plenti fruit huge fun drink without food
103474,110752,Macedonia,lavender and ripe black cherry aromas are enticing on this pinot noir  dry and full bodied  it doesn t have a lot of concentration  but it s softly fruity  with hints of soil and autumn leaf ,UNKNOWN,84,15,Tikves,UNKNOWN,UNKNOWN,Anna Lee C. Iijima,UNKNOWN,Macedon 2010 Pinot Noir (Tikves),Pinot Noir,Macedon,19,lavend ripe black cherri aroma entic pinot noir dri full bodi lot concentr softli fruiti hint soil autumn leaf
103588,110906,US,smoked red cherry and pomegranate juice aromas show on the sip of this appellation blend  the palate shows fruit punch with touches of lavender and vanilla  which tastes good altogether  even though it is not very complex ,UNKNOWN,86,15,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Josh Cellars 2015 Pinot Noir (Central Coast),Pinot Noir,Josh Cellars,23,smoke red cherri pomegran juic aroma show sip appel blend palat show fruit punch touch lavend vanilla tast good altogeth even though complex
103628,110951,US,tart and fruity  with cranberry flavors dominating  there is little or no depth or texture to this wine  it goes straight from fruit to tannin  with a bitter  astringent finish ,Filippo Vineyard,83,37,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Apolloni 2008 Filippo Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Apolloni,16,tart fruiti cranberri flavor domin littl depth textur wine goe straight fruit tannin bitter astring finish
103872,111209,US,this tastes of warmer russian river valley climes  darker and riper in black cherry and berry fruit character with a layering of toasty cinnamon and oak  the aroma tends to the earthy pastoral ,Estate Bottled,88,35,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Foppiano 2011 Estate Bottled Pinot Noir (Russian River Valley),Pinot Noir,Foppiano,21,tast warmer russian river valley clime darker riper black cherri berri fruit charact layer toasti cinnamon oak aroma tend earthi pastor
103958,111300,Chile,plum and animal aromas are okay  a chunky  rubbery palate is full but lacking in shape and nuance  this tastes of peppery plum and berry in front of a limited finish with notes of hard spice and berry fruits ,UNKNOWN,85,13,Central Valley,UNKNOWN,UNKNOWN,Michael Schachner,@wineschach,Kon Tiki 2015 Pinot Noir (Central Valley),Pinot Noir,Kon Tiki,23,plum anim aroma okay chunki rubberi palat full lack shape nuanc tast pepperi plum berri front limit finish note hard spice berri fruit
103959,111305,France,this is a light and fruity wine with red currant fruit and a crisp texture  coteaux bourguignons is one of the burgundy regional appellations that offers  as here  bright fruity wines that are ready to drink young ,UNKNOWN,85,13,Burgundy,Coteaux Bourguignons,UNKNOWN,Roger Voss,@vossroger,Domaine Fribourg 2015  Coteaux Bourguignons,Pinot Noir,Domaine Fribourg,21,light fruiti wine red currant fruit crisp textur coteaux bourguignon one burgundi region appel offer bright fruiti wine readi drink young
104006,111352,France,an intense and fresh wine that is packed with acidity as well as powerful red fruits  it is breathtakingly fruity at this stage  the structure still developing and giving a delicious perfumed berry character  drink from      ,Château de Bligny Premier Cru,91,65,Burgundy,Gevrey-Chambertin,UNKNOWN,Roger Voss,@vossroger,Evening Land 2011 Château de Bligny Premier Cru  (Gevrey-Chambertin),Pinot Noir,Evening Land,21,intens fresh wine pack acid well power red fruit breathtakingli fruiti stage structur still develop give delici perfum berri charact drink
104047,111393,US,jv estate stands for junior vines  these young vines bring on sweet  candied flavors of berries and citrus  there s no depth here  but what s up front is fresh and fruity  if slightly sugary  the impression of granular sugar lingers into the midpalate  where some green tannins also appear  but for the price  this is a fine bottle for near term enjoyment ,JV Estate,86,25,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Stoller 2006 JV Estate Pinot Noir (Dundee Hills),Pinot Noir,Stoller,34,jv estat stand junior vine young vine bring sweet candi flavor berri citru depth front fresh fruiti slightli sugari impress granular sugar linger midpal green tannin also appear price fine bottl near term enjoy
104236,111622,US,the raspberry  cherry and vanilla flavors of this pinot noir taste sweet  giving it a delicious pie filling richness  crisp acidity fortunately provides balancing structure  it s a flashy young wine for drinking over the next five years ,UNKNOWN,89,30,California,Sta. Rita Hills,Central Coast,UNKNOWN,UNKNOWN,Samsara 2010 Pinot Noir (Sta. Rita Hills),Pinot Noir,Samsara,26,raspberri cherri vanilla flavor pinot noir tast sweet give delici pie fill rich crisp acid fortun provid balanc structur flashi young wine drink next five year
104402,111827,US,spice marks this dry  delicate offering  with notes of white pepper  cinnamon and nutmeg  but it s also richly fruity in wild cherries and raspberries  in recent years  drew has been producing remarkably complex and ageworthy pinots  and this lovely wine  which is not a single vineyard bottling  shows the winery s continued mastery  it s a particular success given the enormous challenges of the      vintage  drink now      ,Telfryn & Calder,91,38,California,Anderson Valley,UNKNOWN,UNKNOWN,UNKNOWN,Drew 2010 Telfryn & Calder Pinot Noir (Anderson Valley),Pinot Noir,Drew,40,spice mark dri delic offer note white pepper cinnamon nutmeg also richli fruiti wild cherri raspberri recent year drew produc remark complex ageworthi pinot love wine singl vineyard bottl show wineri continu masteri particular success given enorm challeng vintag drink
104526,111963,France,from a vineyard that lies just beneath the grand cru vineyards of gevrey chambertin  this is a well structured wine  it has a smoky character from the wood aging  giving complexity to the red fruits and dense texture  the acidity of the vintage shows strongly  giving a fruity aftertaste  drink from      ,Clos Prieur Premier Cru,93,160,Burgundy,Gevrey-Chambertin,UNKNOWN,Roger Voss,@vossroger,Louis Max 2013 Clos Prieur Premier Cru  (Gevrey-Chambertin),Pinot Noir,Louis Max,29,vineyard lie beneath grand cru vineyard gevrey chambertin well structur wine smoki charact wood age give complex red fruit dens textur acid vintag show strongli give fruiti aftertast drink
104574,112027,US,made from this smallish appellation in inland monterey  and you can taste the cool climate in the less than ripe flavors  they suggest asparagus and mint ,Rosé of,82,22,California,Carmel Valley,Central Coast,UNKNOWN,UNKNOWN,Holman Ranch 2010 Rosé of Pinot Noir (Carmel Valley),Pinot Noir,Holman Ranch,14,made smallish appel inland monterey tast cool climat less ripe flavor suggest asparagu mint
104649,112115,US,stemmy and woody  this soft  bright and feral wine is revelatory of its site  where coolness reigns  the taste suggests the hulls of fresh strawberries  while the color  structure and body remain elusively light ,UNKNOWN,86,27,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,The Forager 2013 Pinot Noir (Sonoma Coast),Pinot Noir,The Forager,21,stemmi woodi soft bright feral wine revelatori site cool reign tast suggest hull fresh strawberri color structur bodi remain elus light
104654,112120,US,this looks  smells and tastes so young that it might have come right out of the fermenting tank  it is tight to the point of reductive  with tart fruit flavors of cranberry and rhubarb  and stiff  chalky tannins ,Jordan,86,50,Oregon,McMinnville,Willamette Valley,Paul Gregutt,@paulgwine ,Youngberg Hill Vineyards 2013 Jordan Pinot Noir (McMinnville),Pinot Noir,Youngberg Hill Vineyards,20,look smell tast young might come right ferment tank tight point reduct tart fruit flavor cranberri rhubarb stiff chalki tannin
104914,112418,US,bright  fruity aromas and straightforward cherry and strawberry flavors make this a rather light  fresh wine  it has good balance between the almost sweet fruit and lively acidity  so it stays appetizing on the second and third sips ,Wiley Vineyard,88,60,California,Anderson Valley,UNKNOWN,Jim Gordon,@gordone_cellars,Woodenhead 2010 Wiley Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Woodenhead,24,bright fruiti aroma straightforward cherri strawberri flavor make rather light fresh wine good balanc almost sweet fruit live acid stay appet second third sip
104959,112472,US,an enormously fruity wine whose main appeal is its vast array of flavor  cherries  raspberries  red currants  licorice  dr  pepper cola and milk chocolate flood the mouth  offset by crisp acidity and accented with sweet oak  best now for its soft deliciousness ,Sierra Madre Vineyard,89,40,California,Santa Maria Valley,Central Coast,UNKNOWN,UNKNOWN,Sierra Madre 2008 Sierra Madre Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Sierra Madre,30,enorm fruiti wine whose main appeal vast array flavor cherri raspberri red currant licoric dr pepper cola milk chocol flood mouth offset crisp acid accent sweet oak best soft delici
104966,112479,US,smooth and fruity  this seductive wine is front loaded with pretty cherry fruit  it shows a little herb and loam in the midpalate  and that pretty fruit fades away gently  leaving a harmonious  give me another sip aftertaste ,Piedmont Estate,89,44,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Vista Hills 2008 Piedmont Estate Pinot Noir (Dundee Hills),Pinot Noir,Vista Hills,25,smooth fruiti seduct wine front load pretti cherri fruit show littl herb loam midpal pretti fruit fade away gentli leav harmoni give anoth sip aftertast
105095,112641,US,this is a candied  slightly sweet pinot noir  pretty rustic all around  its acidity and sugary finish give it a raspberry and cherry  sweet and sour taste ,Director's,84,21,California,Sonoma Coast,Sonoma,UNKNOWN,UNKNOWN,Francis Coppola 2009 Director's Pinot Noir (Sonoma Coast),Pinot Noir,Francis Coppola,17,candi slightli sweet pinot noir pretti rustic around acid sugari finish give raspberri cherri sweet sour tast
105138,112684,US,spicy  fruity and extremely youthful  this complex wine brings black cherry and cassis flavors with subtle notes of cola  licorice  allspice  sandalwood and pine needle  still quite tight and primary  it has been beautifully sculpted into a focused wine with a long life ahead ,Arcus Estate,94,100,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Archery Summit 2009 Arcus Estate Pinot Noir (Dundee Hills),Pinot Noir,Archery Summit,30,spici fruiti extrem youth complex wine bring black cherri cassi flavor subtl note cola licoric allspic sandalwood pine needl still quit tight primari beauti sculpt focus wine long life ahead
105167,112713,US,decently good  with ripe cherry  berry and cola flavors  but this is really a tough pinot noir to like  especially at this price  it s high in acidity and jammy  giving it a sweet and sour taste ,Pommard4/777,84,35,California,Monterey,Central Coast,UNKNOWN,UNKNOWN,Wrath 2009 Pommard4/777 Pinot Noir (Monterey),Pinot Noir,Wrath,21,decent good ripe cherri berri cola flavor realli tough pinot noir like especi price high acid jammi give sweet sour tast
105197,112744,US,scads of sweet  fresh raspberries and cherries on this forward  fruity young wine  it s crisp in acidity and dry  with a lush coating of smoky oak  would benefit from a little more earthiness  as the fruit is so powerful ,Cuvée Sandra,88,60,California,Sta. Rita Hills,Central Coast,UNKNOWN,UNKNOWN,Demetria 2009 Cuvée Sandra Pinot Noir (Sta. Rita Hills),Pinot Noir,Demetria,22,scad sweet fresh raspberri cherri forward fruiti young wine crisp acid dri lush coat smoki oak would benefit littl earthi fruit power
105225,112773,US,you can taste the racy acidity and minerality of the cool sonoma coast in this silky  bone dry pinot  the cola  cherry  raspberry and spice flavors are pretty and polished  this is a good price for a coastal pinot of this elegance ,UNKNOWN,87,18,California,Sonoma Coast,Sonoma,UNKNOWN,UNKNOWN,Sebastiani 2006 Pinot Noir (Sonoma Coast),Pinot Noir,Sebastiani,23,tast raci acid miner cool sonoma coast silki bone dri pinot cola cherri raspberri spice flavor pretti polish good price coastal pinot eleg
105240,112791,US,this is a young  grapy wine  with primary scents of grapes accented with cola and tomato leaf  you taste grapes  berries  ginger and herb  with an interesting creamy streak of milk chocolate  it s a well made wine with surprising complexity and length ,Estate,87,15,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,David Hill 2006 Estate Pinot Noir (Willamette Valley),Pinot Noir,David Hill,26,young grapi wine primari scent grape accent cola tomato leaf tast grape berri ginger herb interest creami streak milk chocol well made wine surpris complex length
105251,112803,US,in a grand tasting of new pinot noirs from the appellation  this bottle stood out  even among its renowned peers  spectacularly complex  it offers a wealth of cherries  currants  orange zest  plum  fig  tea  clove and cinnamon flavors that  for all their power  never lose a sense of elegance and purity  practically a food group of its own  this is a great california pinot noir ,Estate Terraces,94,52,California,Sta. Rita Hills,Central Coast,UNKNOWN,UNKNOWN,Melville 2006 Estate Terraces Pinot Noir (Sta. Rita Hills),Pinot Noir,Melville,39,grand tast new pinot noir appel bottl stood even among renown peer spectacularli complex offer wealth cherri currant orang zest plum fig tea clove cinnamon flavor power never lose sens eleg puriti practic food group great california pinot noir
105260,112812,US,yes  even for a california pinot  this is a big  strong  full bodied wine  southing always is  it could almost morph into a cabernet sauvignon  but who cares  it s compellingly delicious  and isn t that what wine is all about  flavorwise  it tastes of cherries  oranges  red currants  violets  raspberries  cedar and peppery spices  with     new oak  the tannins will help carry it across the finish line by      or so ,Southing,94,50,California,Sta. Rita Hills,Central Coast,UNKNOWN,UNKNOWN,Sea Smoke 2006 Southing Pinot Noir (Sta. Rita Hills),Pinot Noir,Sea Smoke,39,ye even california pinot big strong full bodi wine south alway could almost morph cabernet sauvignon care compellingli delici wine flavorwis tast cherri orang red currant violet raspberri cedar pepperi spice new oak tannin help carri across finish line
105317,112896,France,this is fruity  with some structure and pure acidity  it s fragrant and delicious now  bearing raspberry fruit and a light texture ,UNKNOWN,86,25,Burgundy,Marsannay,UNKNOWN,Roger Voss,@vossroger,Louis Latour 2010  Marsannay,Pinot Noir,Louis Latour,11,fruiti structur pure acid fragrant delici bear raspberri fruit light textur
105325,112904,US,moderately full and roundly fruity  with an undertone of mineral or concrete  this is a nicely managed blend  with the balance and grip to age for another five years ,99W,87,19,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,RouteStock 2010 99W Pinot Noir (Willamette Valley),Pinot Noir,RouteStock,16,moder full roundli fruiti underton miner concret nice manag blend balanc grip age anoth five year
105460,113076,France,crisp  juicy and fruity  this is a wine that has red currant flavors under the tannic structure  it is a delicious wine that is light  fruity and likely to age quickly  drink from      ,Les Sizies Premier Cru,92,150,Burgundy,Beaune,UNKNOWN,Roger Voss,@vossroger,Domaine Pascal Prunier-Bonheur 2015 Les Sizies Premier Cru  (Beaune),Pinot Noir,Domaine Pascal Prunier-Bonheur,17,crisp juici fruiti wine red currant flavor tannic structur delici wine light fruiti like age quickli drink
105577,113224,France,with crisp fruit well to the fore  this is a bright  lively wine  its fruitiness is balanced by firm tannins that lie in the background  lending structure  it should be aged a little longer  so drink from      ,Les Naugues Premier Cru,89,60,Burgundy,Mercurey,UNKNOWN,Roger Voss,@vossroger,Domaine Jeannin-Naltet 2014 Les Naugues Premier Cru  (Mercurey),Pinot Noir,Domaine Jeannin-Naltet,19,crisp fruit well fore bright live wine fruiti balanc firm tannin lie background lend structur age littl longer drink
105654,113305,US,with just     new oak  this wine takes on slightly overripe aromas around a taste of ripe plum and vague red fruit  a simple  straightforward expression of the variety  it finishes in a touch of bitter tea ,Risuena,85,24,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Zepaltas 2014 Risuena Pinot Noir (Sonoma Coast),Pinot Noir,Zepaltas,22,new oak wine take slightli overrip aroma around tast ripe plum vagu red fruit simpl straightforward express varieti finish touch bitter tea
105669,113323,France,while this is soft and fruity  it lacks all varietal resemblance  drink it as a ripe red rather than as a pinot noir ,Alain de la Treille,83,12,France Other,Vin de France,UNKNOWN,Roger Voss,@vossroger,Bougrier 2016 Alain de la Treille Pinot Noir (Vin de France),Pinot Noir,Bougrier,11,soft fruiti lack variet resembl drink ripe red rather pinot noir
105670,113324,Argentina,dusty  jumbled aromas of prune  raisin  sugar beet and leather are disparate  chunky and flabby in feel  this tastes of oak  tomato and stewed berries  a flat finish fails to bring it around ,Barda,83,30,Other,Patagonia,UNKNOWN,Michael Schachner,@wineschach,Bodega Chacra 2016 Barda Pinot Noir (Patagonia),Pinot Noir,Bodega Chacra,22,dusti jumbl aroma prune raisin sugar beet leather dispar chunki flabbi feel tast oak tomato stew berri flat finish fail bring around
105682,113336,France,this is a thin  fruity  simple wine with some red cherry flavors  acidity and a touch of tannin completes the picture ,La Châsse,82,10,France Other,Vin de France,UNKNOWN,Roger Voss,@vossroger,Gabriel Meffre 2016 La Châsse Pinot Noir (Vin de France),Pinot Noir,Gabriel Meffre,12,thin fruiti simpl wine red cherri flavor acid touch tannin complet pictur
105738,113392,US,this is too ripe  with a disagreeable pruny taste  the wine is dry and full bodied  but is almost like a minor port  the official alcohol reading is       by volume  but it tastes higher and hotter than that ,Estate Reserve,82,48,California,Santa Cruz Mountains,Central Coast,UNKNOWN,UNKNOWN,Heart O' The Mountain 2009 Estate Reserve Pinot Noir (Santa Cruz Mountains),Pinot Noir,Heart O' The Mountain,19,ripe disagre pruni tast wine dri full bodi almost like minor port offici alcohol read volum tast higher hotter
105852,113534,France,this is still a young wine  with its ripe red fruits and black cherry flavors  the taste of licorice mingles with the fruit and balances with the smoky toast flavors  it s a rich wine that needs time  so drink from      ,Clos Saint Landelin,90,75,Alsace,Alsace,UNKNOWN,Roger Voss,@vossroger,René Muré 2012 Clos Saint Landelin Pinot Noir (Alsace),Pinot Noir,René Muré,22,still young wine ripe red fruit black cherri flavor tast licoric mingl fruit balanc smoki toast flavor rich wine need time drink
105915,113598,France,fruity wine  wild strawberry flavors that are cut through with juicy acidity  touches of wood support the soft  ripe tannins of this structured  generous wine  age for     years ,Maxime Vieilles Vignes sur Silex,89,42,Loire Valley,Sancerre,UNKNOWN,Roger Voss,@vossroger,Domaine Vincent Delaporte 2010 Maxime Vieilles Vignes sur Silex  (Sancerre),Pinot Noir,Domaine Vincent Delaporte,19,fruiti wine wild strawberri flavor cut juici acid touch wood support soft ripe tannin structur gener wine age year
106019,113705,France,the wine is structured with solid tannins and a foursquare character  ripe fruits with plenty of balancing acidity give this wine its density and its crisp edge  this is a fruity wine that will develop slowly and well  drink from      ,UNKNOWN,91,79,Burgundy,Nuits-St.-Georges,UNKNOWN,Roger Voss,@vossroger,Louis Latour 2015  Nuits-St.-Georges,Pinot Noir,Louis Latour,22,wine structur solid tannin foursquar charact ripe fruit plenti balanc acid give wine densiti crisp edg fruiti wine develop slowli well drink
106041,113727,US,union wine company  which now owns amity  makes a number of good value  well structured pinots  add this one to the list  aged    months in     new french oak  it s pleasingly fruity  raspberry and cherry  but doesn t stop there  the touch of barrel aging adds coffee and caramel highlights ,UNKNOWN,88,25,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Amity 2014 Pinot Noir (Willamette Valley),Pinot Noir,Amity,32,union wine compani own amiti make number good valu well structur pinot add one list age month new french oak pleasingli fruiti raspberri cherri stop touch barrel age add coffe caramel highlight
106110,113807,US,this is the kind of california pinot noir burgundophiles love to hate  it s so full bodied and fruity  so forward in currant  chocolate and licorice flavors  that it seems to have nowhere to go   a sin in burgundy  and yet there s no denying its immediate deliciousness  it fools the palate  now honey sweet  now bone dry  but always rich and spicy ,Proximus,90,56,California,Carneros,Napa-Sonoma,UNKNOWN,UNKNOWN,Adastra 2005 Proximus Pinot Noir (Carneros),Pinot Noir,Adastra,33,kind california pinot noir burgundophil love hate full bodi fruiti forward currant chocol licoric flavor seem nowher go sin burgundi yet deni immedi delici fool palat honey sweet bone dri alway rich spici
106191,113900,New Zealand,a simple  direct  fruity expression of central otago pinot noir  with ample black cherry fruit and a bit of weight on the palate but not much nuance ,by Ant Moore,85,15,Central Otago,UNKNOWN,UNKNOWN,Joe Czerwinski,@JoeCz,Terroir 2009 by Ant Moore Pinot Noir (Central Otago),Pinot Noir,Terroir,17,simpl direct fruiti express central otago pinot noir ampl black cherri fruit bit weight palat much nuanc
106234,113946,France,the wood is still showing in this ripe  fruity wine  that s fine because the fruit and the perfumed acidity will fill out the wine and give it richness  drink from      ,Les Lavières Premier Cru,90,43,Burgundy,Savigny-lès-Beaune,UNKNOWN,Roger Voss,@vossroger,Tollot Beaut et Fils 2014 Les Lavières Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Tollot Beaut et Fils,15,wood still show ripe fruiti wine fine fruit perfum acid fill wine give rich drink
106370,114090,US,fruity and big boned  this opens well with pleasant plum and cherry flavors  it doesn t quite hold together  turning sour and leaving an off taste in the finish ,UNKNOWN,85,18,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Eola Hills 2013 Pinot Noir (Oregon),Pinot Noir,Eola Hills,17,fruiti big bone open well pleasant plum cherri flavor quit hold togeth turn sour leav tast finish
